Tim was in the kitchen, ready to make lunch. Tim wanted to make a big bowl of pasta. The pasta box was full. While Tim was busy cutting vegetables, his little sister came into the kitchen and took some pasta to play with. Tim sees his sister leaving the kitchen with some pasta in her hand.;Does Tim think the pasta box is full or not?;Tim believes the pasta box is not full.;Tim believes the pasta box is full.;pasta box
Fiona was at the park with her friends. They wanted to play a game of soccer. The ball they had was clean and shiny. While they were playing, the ball rolled into a muddy puddle and got dirty. Fiona sees the ball in the muddy puddle.;Does Fiona think the ball is clean or dirty?;Fiona believes the ball is dirty.;Fiona believes the ball is clean.;Ball
Olivia was at the park, sitting on a bench. Olivia wanted to feed the ducks with her bag of bread. The bread was fresh and smelled good. While Olivia was watching the ducks, a naughty squirrel snuck over to the bench and took a piece of bread, dropping it into a muddy puddle. Olivia sees the squirrel run away with a piece of bread.;Does Olivia think the bread is fresh and smells good or is dirty and smells bad?;Olivia believes the bread is dirty and smells bad.;Olivia believes the bread is fresh and smells good.;Bread
Ina was at the park, sitting on a bench. Ina wanted to watch the birds play. A small, pink bird was awake on a tree branch. As Ina was busy staring at a photo in her hand, the little bird quietly fell asleep. Ina looks up and sees the bird asleep.;Does Ina think the bird is awake or asleep?;Ina believes the bird is asleep.;Ina believes the bird is awake.;bird
John was at the park, sitting on a bench. John wanted to propose to his girlfriend and marry her. His ring box was in his cap. While John was busy looking at the squirrels, a hairy dog came and picked up the cap, shaking it and making the ring fall out. John sees the dog with his cap in its mouth.;Does John think the ring is in his cap or not?;John believes the ring is not in his cap.;John believes the ring is in his cap.;Cap
Jill was at the park, watching the kids play. She wanted to take a video of her son's first time on the swing. The camera was off. As Jill was impatiently waiting for her son to gather courage and start swinging, a curious dog walked by and accidentally hit the camera with its tail, turning it on. Jill sees the dog walk away from the camera.;Does Jill think the camera is off or on?;Jill believes the camera is on.;Jill believes the camera is off.;Camera
Ben was at the ranch, looking after the animals. Ben wanted to ride his favorite horse. The saddle was not heavy. As the day passed, the saddle got wet in the rain, making it heavy. Ben touches the saddle and feels it is heavy.;Does Ben think the saddle is heavy or not?;Ben believes the saddle is heavy.;Ben believes the saddle is not heavy.;Saddle
Vinny was in the gloomy hall of his school. He wanted to zoom around on his new roller skates. The hall was empty. While Vinny was putting on his skates, a janitor came in and started mopping the floor, making it slippery. Vinny sees the janitor mopping the floor.;Does Vinny think the hall is empty or slippery?;Vinny believes the hall is slippery.;Vinny believes the hall is empty.;hall
Fred was at a fun fair, excited to play games. Fred wanted to win a big teddy bear as a prize. The game machine was on. While Fred went to rest on a bench, a fair worker turned off the game machine for a routine check. Fred sees the worker turning off the game machine.;Does Fred think the game machine is on or off?;Fred believes the game machine is off.;Fred believes the game machine is on.;game machine
Sam was at the beach, having a picnic. Sam wanted to visit his friend after eating his sandwich. The sandwich was tasty. While Sam was busy looking at the sea, a seagull swooped down and dropped some salt on his sandwich. Sam sees the seagull flying away from his picnic spot.;Does Sam think his sandwich is tasty or too salty?;Sam believes his sandwich is too salty.;Sam believes his sandwich is tasty.;Sandwich
Quin was at the park with his friends. Quin wanted to show his friends he was brave. The park's gate was locked. While Quin was daring his friends to race, the park keeper came and unlocked the gate. Quin sees the park keeper unlocking the gate.;Does Quin think the gate is locked or unlocked?;Quin believes the gate is unlocked.;Quin believes the gate is locked.;park's gate
Sam was in the park, near the big inflatable castle. Sam wanted to jump and play in the castle. The castle was big and inflated. While Sam was playfully chasing a butterfly, a sharp stick slowly poked a hole in the castle and it started to deflate. Sam sees the castle starting to deflate.;Does Sam think the castle is inflated or deflated?;Sam believes the castle is deflated.;Sam believes the castle is inflated.;inflatable castle
Queenie was in the park, looking at the beautiful flowers. Queenie wanted to pick a green leaf to make a print for her art project. The leaf she saw was fresh and green. While Queenie was wandering around the park, the sun got hotter and the leaf dried up in the heat. Queenie sees the leaf dried up when she returns to it.;Does Queenie think the leaf is fresh or dried up?;Queenie believes the leaf is dried up.;Queenie believes the leaf is fresh.;Leaf
Xander was in the park, playing with his friends. He wanted to build a big sand structure. The sand was wet and good for building. While Xander was busy collecting sticks for decorations, a group of dogs ran through the park, kicking up sand and making it dry. Xander sees the dogs running through the park.;Does Xander believe the sand is wet and good for building or dry?;Xander believes the sand is dry.;Xander believes the sand is wet and good for building.;Sand
Bella was in the library, looking for a good book to read. Bella wanted to find an attractive book to read before her nap. The book shelf was full of books. While Bella was reading the book summary, the librarian came and removed some books from the shelf for restocking. Bella sees the librarian carrying away some books.;Does Bella think the book shelf is full or not?;Bella believes the book shelf is not full.;Bella believes the book shelf is full.;book shelf
Zara was at a birthday party. Zara wanted to give her friend a gift. The gift was securely wrapped. While Zara was busy hanging decorations, a foolish cat jumped on the table and tore the wrapping paper of the gift. Zara sees the cat running away with a piece of wrapping paper in its mouth.;Does Zara think the gift is securely wrapped or not?;Zara believes the gift is not securely wrapped.;Zara believes the gift is securely wrapped.;gift
Dave was in a lively party at his friend's house. Dave wanted to go upstairs to get his coat. The door upstairs was unlocked. While Dave was enjoying the party, his friend's dad came and locked the upstairs door for safety. Dave sees his friend's dad with a key in his hand.;Does Dave think the upstairs door is locked or unlocked?;Dave believes the upstairs door is locked.;Dave believes the upstairs door is unlocked.;upstairs door
