Dino is at a big party with his friends. Dino wants to share a big, thin cake with his friends. The cake is on a high table. Suddenly, a small dog jumps on the table and eats the cake. Dino goes to the shop to buy a new cake.;cake
Caden is in his new house. Caden wants to fix all the things that are not right. There is a big leak in the roof. Suddenly, the sun comes out and dries up the leak. Caden decides to go out and play.;leak
Vivi is in her room playing with her toys. Vivi wants to lay her small, patient triangle toy on the shelf with her other toys. The triangle toy is in her toy box. Suddenly, her baby brother crawls into the room and takes the triangle toy. Vivi goes to find another triangle toy.;triangle toy
Ira is in her big room. Ira wants to draw on her weird desk. The desk is very clean. Suddenly, a big wind blows through the window and makes the desk very dirty. Ira gets a cloth to clean the desk.;desk
Wally is sitting in his room after a long day. Wally wants to draw a calm picture with his pastels. The pastels are in a big box. Suddenly, a gust of wind blows through the open window and scatters the pastels all over the room. Wally starts to pick up the pastels from the floor.;pastels
Remy is in the woods by the river. Remy wants to build a boat with a big, shy log. The log is very heavy. Suddenly, a strong wind blows and moves the log to the river. Remy goes to look for another log.;log
Jack is in the kitchen in his house. Jack wants a cold drink from the refrigerator. The refrigerator is full of fresh food. Suddenly, a power cut changes the state of the food in the refrigerator to spoiled. Jack decides to throw away the spoiled food.;refrigerator
Polly is in a busy room cleaning up. Polly wants to make the room clean with her new mop. The mop is in the corner of the room. Suddenly, a gust of wind blows through the window and stirs the mop out of the room. Polly goes to the shop to buy a new mop.;mop
Uma is in a room full of toys. Uma wants to find an easy pin to play with. The pin is in the big toy box. Suddenly, a bird flies in through the window and takes the pin away. Uma looks for another toy to play with.;Pin
Olivia is in a field full of giant flowers. Olivia wants to find the most beautiful giant flower to take a picture of it. There is a persistent bee buzzing around one of the giant flowers. Suddenly, a gust of wind blows the bee away. Olivia moves closer to the flower without the bee to take a picture.;Bee
